id ,kalimat,pasien,usia pasien,penyakit,gejala,kapan,periode,tindakan,outcome,pertanyaan,pembuka,penyebab,prakondisi,objek,penutup,referensi,artikel,observasi
210,Dan itu sudah berlangsung selama 3 hari dok..,,,,1,,1,,,,,,,,,,,
211, Olahraga apa yang cocok dalam keadaan seperti ini dok?,,,,,,,,,1,,,,,,,,
212,apakah perlu mengkonsumsi makanan khusus untuk mengobatinya dok?,,,,,,,,,1,,,,,,,,
213,"Mohon penjelasannya dokter, Terima kasih",,,,,,,,,,,,,,,,,
214,"Alo, terimakasih atas pertanyaannya.",,,,,,,,,,1,,,,,,,
215,"Batuk dan pilek seringnya terjadi akibat saluran pernapasan meradang, misalnya karena alergi, aspirasi benda asing, ",,,1,,,,,,,,1,,,,,,
216,"erpapar asap atau iritan lain, ",,,,,,,,,,,1,,1,,,,
217,"kontak dengan udara kering,",,,,,,,,,,,1,,,,,,
218," infeksi virus atau bakteri,",,,,,,,,,,,1,,,,,,
219," aspirasi benda asing,",,,,,,,,,,,1,,,,,,
220,hingga sensitifitas berlebih terhadap obat tertentu.,,,,,,,,,,,1,,,,,,
221,"Jika Anda mengkonsumsi obat tertentu saat mengalami batuk dan pilek, maka bisa jadi detak jantung abnormal yang Anda rasakan muncul akibat efek samping pengobatan tersebut.",,,,,,,1,1,,,,,,,,,
222,"Namun selain itu, jantung yang berdebar tidak wajar tersebut mungkin juga timbul akibat pencetus lain, seperti konsumsi kafein berlebihan,",,,,1,,,,,,,1,,,,,,
223,"terlalu cemas atau stres,",,,,,,,,,,,1,,,,,,
224,"kelelahan beraktifitas, ",,,,,,,,,,,1,,,,,,
225,"gangguan keseimbangan elektrolit,",,,,,,,,,,,1,,,,,,
226,"bengkak jantung,",,,,,,,,,,,1,,,,,,
227,"gangguan irama atau katup jantung,",,,,,,,,,,,1,,,,,,
228,"hipertiroidisme, gangguan psikis, dan banyak lagi gangguan medis lainnya.",,,,,,,,,,,1,,,,,,
229,"Saran kami, dengan kondisi Anda tersebut, cobalah lakukan dulu:",,,,,,,,,,,,,,1,,,
230,"Perbanyak istirahat, jangan dulu lakukan olahraga berat, cukup lakukan olahraga aerobik dan relaksasi semampunya",,,,,,,1,,,,,,,,,,
231,"Jauhi kafein, alkohol, soda, dan rokok",,,,,,,1,,,,,,1,,,,
232,Tidak dulu sembarangan meminum obat,,,,,,,1,,,,,,,,,,
233,"Banyak minum air putih, ",,,,,,,1,,,,,,1,,,,
234,"makan sayur serta buah, ",,,,,,,1,,,,,,1,,,,
235,hindari dulu makan es dan goreng-gorengan jika masih batuk,,,,,,,1,,,,,,1,,,,
236,enangkan pikiran Anda,,,,,,,1,,,,,,,,,,
237,"Akan tetapi, jika dada terasa sesak, bagai ditekan benda berat, lemas, mudah lelah, demam, atau muncul keluhan lain yang mengganggu, baiknya diperiksakan langsung saja ke dokter atau dokter penyakit dalam ya..",,,,1,,,1,,,,,1,,,,,
238,Semoga membantu.,,,,,,,,,,,,,,1,,,
239,dok anak saya flu batuk udh 2 minggu,1,,1,,,1,,,,,,,,,,,
240,skrng serak suara nya,,,,1,,,,,,,,,,,,,
241,tpi sudah di swab negatif,,,,,,,1,1,,,,,,,,,
242,"pke apa yg dok udh di resepin berobat dri klinik cefadroxil syr ,pacdin cough sama curcuma tapi masih aja",,,,,,,1,1,,,,,1,,,,
243,gmn yh dok ?,,,,,,,,,1,,,,,,,,
244,Terima kasih atas pertanyaannya.,,,,,,,,,,1,,,,,,,
245,"Batuk merupakan respon pada tubuh yang dapat disebabkan baik karena mengalami alergi,",,,1,,,,,,,,1,,,,,,
246,"iritasi pada saluran pernapasan, ",,,,,,,,,,,1,,,,,,
247,"infeksi pada saluran pernapasan, dan sebagainya",,,,,,,,,,,1,,,,,,
248,"Batuk tersebut dapat terjadi dengan karakteristik seperti batuk berdahak, batuk kering, batuk berdarah, dan sebagainya.",,,1,,,,,,,,,,,,,,
249,"Selain itu batuk juga dapat disertai dengan gejala lain misalnya demam, nyeri dada, sesak napas, dan sebagainya.",,,1,1,,,,,,,,,,,,,
250,Pada umumnya batuk yang tidak sembuh-sembuh umumnya dapat disebabkan karena infeksi. ,,,,,,,,,,,,,,,,,
251,Pada kondisi tersebut perlu diberikan penanganan sesuai misalnya dengan pemberian antibiotik.,,,,,,,1,,,,,1,,,,,
252,Namun pada batuk yang tidak sembuh-sembuh dengan pemberian obat-obatan maka perlu dilakukan pemeriksaan penunjang misalnya rontgen.,,,,,,,1,,,,,1,,,,,
253,Saat ini sebaiknya melakukan pemeriksaan ke dokter spesialis anak agar dapat dilakukan pemeriksaan lanjutan dan mendapatkan penanganan yang sesuai.,,,,,1,,1,1,,,,,,,,,
254,"Terima kasih, semoga membantu.",,,,,,,,,,,,,,1,,,
255,"Selamat malam dok, anak sy batuk filek, nafasnya berbunyi. ",1,,1,1,,,,,,,,,,,,,
256,"Boleh kah saya uap,",,,,,,,,,1,,,,,,,,
257,dan dosis combivent nebulizer untuk bayi 1tahun 3bulan brp ya dok..Terimakasih,,,,,,,,,1,,,,,,,,
258,,,,,,,,,,,,,,,,,,
259,"Alo Nunung, Terima kasih atas pertanyaannya untuk Alodokter,",,,,,,,,,,1,,,,,,,
260,"Kondisi napas bayi yang berbunyi dimana disertai dengan sesak napas, batuk, demam, dan lemas dapat merupakan tanda bahaya yang memerlukan penanganan segera. ",,,,1,,,1,,,,,1,,,,,
261,Napas berbunyi dapat disebabkan oleh adanya cairan yang mengganggu pernapasan pada saluran pernapasan hingga paru-paru yang umumnya diakibatkan oleh infeksi seperti pada penyakit pneumonia dan bronkiolitis.,,,,1,,,,,,,1,,1,,,,
262,"Pada kondisi nafas bayi yang berbunyi, terapi menggunakan nebulizer dan obat Combivent perlu diberikan dengan menghitung dosis berdasarkan berat badan anak bukan usia. ",,,,1,,,1,,,,,1,,,,,
263,"Selain itu, pemberian obat Combivent kepada bayi sebaiknya tidak dilakukan di rumah karena berisiko kepada efek samping yang mengancam jiwa jika tidak dilakukan dalam pengawasan dokter.",,,,,,,1,1,,,,,,,,,
264,"Maka dari itu, jika bayi tampak mengalami sesak napas, pernapasan cepat, atau napas berbunyi, maka sebaiknya segera periksakan anak anda ke UGD atau fasilitas kesehatan terdekat untuk diberikan penanganan darurat.",,,,1,,,1,,,,,1,,,,,
265,"Demikian informasi yang dapat disampaikan, semoga bermanfaat. Terima kasih.",,,,,,,,,,,,,,,1,,
266,Saat ini dia sedang batuk2 terus dan pilek,1,,1,,,,,,,,,,,,,,
267,bolehkah saya kasih dia minum Lo Han Kuo untuk anak apakah tidak boleh ? Terimakasih,,,,,,,,,1,,,,,,,,
268,"Alo, selamat siang bunda",,,,,,,,,,1,,,,,,,
269,lo han kuo merupakan jenis buah dari kelompok labu yang dikenal memiliki rasa manis. ,,,,,,,,,,,,,,,,,
270,manfaat dari buah ini untuk kesehatan sudah di kenal dalam pengobatan tradisional tiongkok.,,,,,,,,,,,,,,,,,
271,buah ini sering dikonsumsi dalam bentuk teh untuk meredakan radang tenggorokan.,,,,,,,,,,,,,,,,,
272,"umumnya minuman ini aman dikonsumsi oleh anak-anak, namun untuk manfaatnya mengobatai batuk pilek oleh anak anda saya tidak bisa menjamin ke efektifannya.",,,,,,,,,,,,,,,,,
273,"umumnya batuk pilek umum dialami anak yang kerap disebabkan oleh imfeksi seperti virus,",,,1,,,,,,,,1,,,,,,
274,"bunda bisa berikan anak cairan yang cukup,",,,,,,,1,,,,,,,,,,
275,"memberikan anak uap panas yang bisa di hirupnya, ",,,,,,,1,,,,,,1,,,,
276,"berikan 2 sendok madu yang dicampur dengan perasang lemon,",,,,,,,1,,,,,,1,,,,
277,"serta megoleskan balsem khusus untuk anak dibagian dada, perut anak. ",,,,,,,1,,,,,,1,,,,
278,jika disebabkan oleh virus umumnya akan pulih dalam beberapa hari.,,,,,,,,,,,,,,,,,
279,namun jika pilek dan batuk anak cukup menganggu bunda bisa temui dokter secara langsung untuk mendapatkan pemeriksan dan penanganan lebih lanjut ya bunda.,,,,,,,1,1,,,,1,,,,,
280,saya juga menginfokan mengingat saat ini sedang meningkatnya kasus corona sebaiknya untuk menerapkan protokol kesehatan yang ketat ,,,,,,,1,,,,,,,1,,,
281,dan melakukan vaksin yang lengkap ya bunda agar anak-anak tidak terular dari orang dewasa,,,,,,,1,1,,,,,,,,,
282,semoga dapat membantu,,,,,,,,,,,,,,1,,,
283,"Pagi dok, kalau pilek batuk kan biasanya harus menghindari minyak,",,,1,,,,1,,,,,,,,,,
284,kalo menggunakan ekstra virgil olive oil apa juga harus dihindari?,,,,,,,,,1,,,,,,,,
285,salam alo terima kasih telah bertanya kepada kami berkaitan dengan konsumsi makanan yang dilakukan saat mengalami batuk dan pilek,,,,,,,,,,1,,,,,,,
286,"secara umum penyebab batuk dan pilek adalah virus dan bakteri dan juga keluhannya dapat beruba rasa tak nyaman ditenggorokan dan bahkan nyeri,",,,1,1,,,,,,,1,,,,,,
287,"untuk itu anda disarankan untuk mengonsumsi makanan yang membuat keluhan makin berta seperti makanan pedis , derminyak dan sulit ditelan,",,,,,,,1,,,,,,1,,,,
288,"secara umum makanan yang disarankan adalah yang mampu melegakan kondisi anda seperti, air putih hangat, madu, sayur sayuran, jahe sehingga membuat keluhan anda lebih ringan",,,,,,,,,,,,,1,,,,
289,"jika keluhan anda tak kunjung membaik , sebaiknya melakukan konsultasi langsung ke dokter, untuk diberikan obat obatan yang menangani keluhan anda",,,,,,,1,1,,,,1,,,,,
290,semoga membantu salam sehat,,,,,,,,,,,,,,1,,,
291,Dok saya lagi hamil 17 minggu 5 hari.,1,,,,,,,,,,,,,,,,
292,"Dari awal kehamilan saya udh batuk pilek, sudah berobat ke sana kemarin tapi tidak ilang2 batuk pilek ya",,,1,,,,1,1,,,,,,,,,
293,dan 35 hari ini hidung saya tersumbat bngt dokter tidur kurang tapi tidak meler sedikit pun lendir dok..,,,,1,,1,,,,,,,,,,,
294,Kira2 buat sembuhin mampet ini saya harus gmna ya dokter,,,,,,,,,1,,,,,,,,
295,Salam alo terima kasih telah bertanya kepada kami.,,,,,,,,,,1,,,,,,,
296,"Terkait pertanyaan Anda di atas, perlu diektahui sebelumnya bahwa, secara umum terjadi beberapa perubahan fisiologis pada tubuh ibu hamil. ",,,,,,,,,,,,1,,,,,
297,"Salah satu yang cukup sering ialah sistem pertahanan tubuh yang justru menurun, oleh karena tubuh berusaha menyesuaikan diri agar tidak menganggap janin dalam kandungannya sebagai benda asing dan melenyapkannya dengan sistem imun.",,,,,,,1,,,,,,,,,,
298,"Oleh karena lemahnya sistem imun ibu hamil, maka seringkali penyakit-penyakit harian mudah terjadi pada ibu hamil seperti batuk pilek, terutama yang disebabkan oleh infeksi virus.",,,1,,,,,,,,1,1,,,,,
299,"Penyebab batuk dan pilek bisa berbagai macam. Secara umum dibagi menjadi penyebab infeksi dan non infeksi,",,,1,,,,,,,,1,,,,,,
300,"infeksi pada saluran nafas, bisa disebabkan oleh virus ataupun bakteri. ",,,,,,,,,,,1,,,,,,
301,"Infeksi dapat terjadi pada hidung (rhinitis), sinus (sinusitis), tonsil atau amandel (tonsilitis), faring (faringitis), bagian bronkus (bronkitis), dan infeksi pada paru (pneumonia).",,,,,,,,,,,,,1,,,,
302,"Penyebab non infeksi misalnya iritasi dari lingkungan, kekambuhan dari kondisi kronis seperti bronkitis kronis, emfisema, asma, atau alergi.",,,,,,,,,,,1,,1,,,,
303,Penyebab non infeksi biasanya ditandai dengan gejala muncul saat terpapar zat tertentu.,,,,,,,,,,,1,,,,,,
304,Batuk pilek yang kemungkinan besar disebabkan karena selesma (common cold) kemungkinan besar tidak akan mempengaruhi janin dalam kandungan.,,,1,,,,,,,,1,,,,,,
305,Beberapa hal yang dapat Anda lakukan untuk mengurangi gejala batuk dan pilek antara lain:,,,,,,,,,,,,,,1,,,
306,Istirahat dan tidur secukupnya,,,,,,,1,,,,,,,,,,
307,Tetaplah aktif dan berolahraga secukupnya,,,,,,,1,,,,,,,,,,
308,Makan makanan yang bergizi terutama buah-buahan dan sayur,,,,,,,1,,,,,,1,,,,
309,Minum banyak air putih hangat,,,,,,,1,,,,,,1,,,,
310,Gunakan pelembab udara atau humidifier,,,,,,,1,,,,,,1,,,,
311,"Jaga kebersihan rumah, ",,,,,,,1,,,,,,,,,,
312,"hindari asap, debu, atau bulu binatang",,,,,,,1,,,,,,1,,,,
313,Hindari rokok dan paparan asap rokok,,,,,,,1,,,,,,1,,,,
314,Berkumur dengan air garam hangat,,,,,,,1,,,,,,1,,,,
315,Melakukan irigasi hidung bila sumbatan pada hidung sangat mengganggu,,,,,,,1,,,,,1,,,,,
316,Madu juga dapat membantu meredakan batuk dan nyeri tenggorok,,,,,,,1,1,,,,,,,,,
317,"Bila anda demam, konsumsi parasetamol atau ibuprofen aman untuk ibu hamil",,,,,,,1,,,,,1,1,,,,
318,"Apabila dirasa keluhan Anda bertambah atau ada keluhan lain dan untuk mengetahui lebih pasti penyebab keluhan Anda, disarankan untuk berkonsultasi secara langsung kepada dokter ahli. ",,,,,,,1,,,,,1,,,,,
319,"Nantinya dokter akan melakukan tanya jawab lebih detail dengan Anda, ",,,,,,,1,,,,,,,,,,
320,"dilakukan pemeriksaan fisik, dan pemeriksaan penunjang. ",,,,,,,1,,,,,,,,,,
321,Kemudian akan dilakukan penanganan sesuai kondisi medis Anda.,,,,,,,1,,,,,,,,,,
322,"Salam sehat, semoga membantu.",,,,,,,,,,,,,,1,,,
323,"Siang dok saya mau tanya ank saya panas nya 39,9° rewel ada batuk pilek juga",1,,1,1,,,,,,,,,,,,,
324,udh berobat tapi belum ada perkembangan ,,,,,,,1,1,,,,,,,,,
325,sebaiknya gimana ya dok terimaksih,,,,,,,,,1,,,,,,,,
326,"Alo, selamat siang bunda",,,,,,,,,,1,,,,,,,
327,demam dapat dikatakan jika suhu tubuh meningkat mencapai 38 derajat atau lebih.,,,,1,,,,,,,,,,,,,
328,"demam suatu reakasi tubuh sedang melawan infeksi baik akiabt virus, bakteri, jamur maupun parasit. ",,,,1,,,,,,,1,,,,,,
329,"demam juga dapat terjadi akibat paparan suhu atau cuaca panas, serta efek samping vaksin.",,,,1,,,,,,,1,,,,,,
330,demam merupakan suatu gejala dari suatu penyakit.,,,,,,,,,,,,,,,,,
331,"gejala demam dapat disertai gejala lainnya seperti batuk, pilek dan lainnya.",,,,1,,,,,,,,,,,,,
332,batuk pilek dapat disebabkan karena alergi dan infeksi.,,,1,,,,,,,,1,,,,,,
333,umumnya jika disertai demam kemungkinan akibat infeksi bisa virus atau bakteri.,,,,,,,,,,,1,,,,,,
334,"jika akibat virus bisa rhinovirus, influenza, atau virus corona dan lainnya.",,,,,,,,,,,1,,1,,,,
335,jika akibat virus tidak perlu pengobatan khusus umumnya akan membaik dalam 7-14 hari penanganan sesuai gejala saja. ,,,,,,1,1,1,,,1,,,,,,
336,beda dengan virus corona penangnan sesuai keparahan gejala.,,,,,,,1,,,,1,,,,,,
337,jika akibat bakteri maka diperlukannya penangnan berupa antibiotik,,,,,,,1,,,,1,,,,,,
338,saran saya jika demam tidak kunjung turun dalam 3-5 hari atau demam semakin tinggi hingga mencapai 40 derajat maka segera bawa anak ke UGD terdekat bunda agar segara ditangani dengan tepat. ,,,,,,,1,,,,,1,,,,,
339,dirumah ada berapa hal yang bisa bunda lakukan untuk mengatasi hal ini seperti :,,,,,,,,,,,,,,1,,,
340,konsumsi air putih yang banyak,,,,,,,1,,,,,,,,,,
341,kompres hangat pada bagain sela ketiak dan selangkangan,,,,,,,1,,,,,,,,,,
342,selalu pantau suhu tubuh anak,,,,,,,1,,,,,,,,,,
343,konsumsi obat seperti paracetamol sirup,,,,,,,1,,,,,,1,,,,
344,jika anak sudah diatas 1 tahun bunda bisa berikan madu sehari sekali,,,,,,,1,,,,,1,,,,,
345,anda bisa ke dokter anak jika keluhan tidak membaik dalam 3-5 hari demamnya ya bunda agar dapat dilakukan pemeriksaan lebih lanjut seperti cek darah salah satunya.,,,,,,,1,1,,,,1,,,,,
346,semoga dapat membantu,,,,,,,,,,,,,,1,,,
347,"Dok saya mau tanya, sama flu dan batuk,",,,1,,,,,,,,,,,,,,
348,"trus setelah kurang lebih 5 hari saya flu batuk, flu saya ingus nya berubah warna yg hidung sebelah kiri menjadi kuning tapi kemerahan seperti ada darah nya,Klo yg sebelah kanan normal putih kental saja,",,,,1,1,,,,,,,,,,,,
349,kira2 itu bahaya gk ya dok ? Terimakasih,,,,,,,,,1,,,,,,,,
350,Terima kasih atas pertanyaannya di Alodokter.,,,,,,,,,,1,,,,,,,
351,Batuk dan pilek merupakan cara tubuh untuk mempertahankan diri dengan mengeluarkan benda asing dari saluran pernapasan.,,,1,,,,,,,,,,,,,,
352,"Contoh penyebab batuk adalah infeksi saluran pernapasan atas baik oleh virus, bakteri maupun mikroorganisme lain, pneumonia, asma, adanya benda asing yang masuk saluran napas (tersedak), dan lain-lain. ",,,1,,,,,,,,1,,,,,,
353,Pengobatan untuk setiap penyebab batuk ini berbeda-beda.,,,,,,,1,,,,,,,,,,
354,Keluarnya darah dari hidung berwarna kemerahan mungkin tidak berdampak langsung terhadap kadar Hemoglobin (tidak langsung menyebabkan Anda anemia).,,,,1,,,,,,,,,,,,,
355,"Akan tetapi, sebaiknya penyebab utama dari batuk dan pilek yang Anda alami ini dikaji lebih lanjut oleh dokter secara langsung.",,,,,,,1,,,,,,,,,,
356,Salah satu kemungkinan penyebab batuk yang perlu Anda waspadai adalah pneumonia.,,,,,,,,,,,1,,,,,,
357,Pneumonia adalah peradangan jaringan parenkim paru.,,,1,,,,,,,,,,,,,,
358,Hal ini merupakan salah satu masalah pada pernapasan dan bisa mengakibatkan kesulitan bernapas bila kondisinya berat.,,,1,1,,,,,,,,,,,,,
359,"Beberapa gejala yang dapat menyertai pneumonia adalah demam, batuk, sesak napas, dan pergerakan dada tampak cepat. ",,,1,1,,,,,,,,,,,,,
360,"Pneumonia sering disebabkan oleh infeksi mikroorganisme, misalnya virus dan bakteri. ",,,1,,,,,,,,1,,,,,,
361,"Karena saat ini masih pandemi COVID-19, bila didapatkan hasil pemeriksaan rontgen demikian dan ada gejala yang mendukung, maka perlu dicurigai pneumonia tersebut disebabkan oleh COVID-19 sampai terbukti bukan (bisa dengan bantuan pemeriksaan swab PCR). ",,,1,,,,,,,,,1,,,,,
362,"Penyebab lain pneumonia, yaitu infeksi bakteri juga masih mungkin.",,,,,,,,,,,1,,,,,,
363,Pemeriksaan secara langsung perlu dilakukan untuk dapat mengetahui penyebab dari keluhan batuk dan pilek Anda. ,,,,,,,1,1,,,,,,,,,
364,Dokter mungkin akan menyarankan pemeriksaan laboratorium bila diperlukan.,,,,,,,1,,,,,,,,,,
365,Sementara ini Anda dapat memberikan obat penurun panas paracetamol sesuai dengan cara pemberian yang ada di kemasannya.,,,,,,,1,,,,,1,1,,,,
366,"Hindari pemberian antibiotik secara tidak bertanggung jawab, antibiotik hanya boleh diberikan oleh dokter dan perlu pengawasan dokter (termasuk obat keras). ",,,,,,,1,,,,,1,1,,,,
367,pastikan cukup makan makanan yang bergizi juga ya.,,,,,,,1,,,,,,,,,,
368,Semoga membantu.,,,,,,,,,,,,,,1,,,
369,"Dok saya beberapa hari yang lalu melakukan tes PCR dan hasilnya negatif,",,,,,1,,1,1,,,,,,,,,
370,setelah itu saya merasakan hidung pengar dan tenggorokan kering.. ,,,,1,1,,,,,,,,,,,,
371,setelah itu di saya merasakan pilek batuk berdahak kadang kadang dan perubahan dalam suara..,,,,1,1,,,,,,,,,,,,
372,apakah itu flu batuk biasa atau gejala lain ya dok? Terimakasih,,,,,,,,,1,,,,,,,,
373,"Alo, Terima kasih atas pertanyaannya.",,,,,,,,,,1,,,,,,,
374,"Keluhan batuk berdahak dan pilek dapat disebabkan oleh: infeksi saluran pernapasan atas, sinusitis, bronkitis, infeksi COVID-19",,,,,,,,,,,1,,,,,,
375,Tes swab PCR merupakan salah satu tes yang dianjurkan untuk mendeteksi infeksi COVID-19. ,,,,,,,,,,,,,,,,,
376,Tes ini mendeteksi materi genetik virus pada sampel usapan lendir dari belakang hidung dan tenggorokan.,,,,,,,,,,,,,,,,,
377,"Untuk mendapatkan hasil yang akurat, tes ini perlu dilakukan di waktu yang tepat. ",,,,,,,,,,,,,,,,,
378,Hasil tes PCR yang menunjukkan hasil negatif bisa saja disebabkan oleh tes yang dilakukan terlalu dini atau terjadi kesalahan teknik dalam pengambilan sampel. ,,,,,,,,,,,1,,,,,,
379,"BIasaya jika seseorang masih memiliki gejala saluran pernapasan dan sebelumnya ada riwayat kontak dengan penderita COVID-19 atau memiliki risiko tinggi tertular COVID-19, maka tes PCR ulang perlu dianjurkan.",,,1,1,,,1,,,,,,,,,,
380,"Saran saya, silakan memeriksakan diri ke dokter umum terdekat dulu.",,,,,,,1,,,,,,,,,,
381,"Dokter perlu melakukan tanya jawab untuk mengetahui keluhan Anda lebih lanjut dan memeriksa Anda, ",,,,,,,1,,,,,,,,,,
382,jika diperlukan dokter dapat menganjurkan untuk melakukan tes swab PCR ulang,,,,,,,1,,,,,,,,,,
383,dan memberikan penanganan lebih lanjut.,,,,,,,1,,,,,,,,,,
384,"Untuk saat ini, silakan Anda melakukan beberapa anjuran berikut:",,,,,,,,,,,,,,1,,,
385,istirahat cukup 7-9 jam setiap hari,,,,,,1,1,,,,,,,,,,
386,perbanyak konsumsi makanan bergizi,,,,,,,1,,,,,,,,,,
387,cukupi konsumsi air putih minimal 2 liter per hari,,,,,,,1,,,,,,,,,,
388,hindari aktivitas fisik berlebihan,,,,,,,1,,,,,,,,,,
389,terapkan protokol kesehatan yang baik,,,,,,,1,,,,,,,,,,
390,Semoga membantu.,,,,,,,,,,,,,,1,,,
391,"Selamat Malam Dokter,Putri saya usia 20 bln sedang Bapil",1,1,1,,,,,,,,,,,,,,
392,Dia sejak kecil full ASI dan tidak mau sufor,,,,,,,1,,,,,,,,,,
393,sekarang anak saya minum ASIP dan UHT saat saya tinggal bekerja karena sufor dia tidak mau sama sekali.,,,,,,,1,,,,,,,,,,
394,Namun sekarang ini dia sedang Bapil,,,1,,,,,,,,,,,,,,
395,apakah benar minum susu UHT bikin batuk putri saya semakin parah/ tidak cepat sembuh?,,,,,,,,,1,,,,,,,,
396,bolehkah anak Bapil tetap minum susu UHT?,,,,,,,,,1,,,,,,,,
397,"Alo, sqya dr. Tirtawati Wijaya. Terima kasih sudah bertanya ke Alodokter.",,,,,,,,,,1,,,,,,,
398,Anak berusia 20 bulan sudah dapat menerima makanan pendamping ASI,,,,,,,,,,,,,1,,,,1
399,"baik berupa makanan padat maupun cair, untuk memenuhi kebutuhan nutrisinya Makanan dan minuman untuk anak usia 20 bulan sudah dapat mulai mengikuti menu keluarga.",,,,,,,,,,,,,,,,,1
400,Susu UHT pada dasarnya sama dengan susu segar.,,,,,,,,,,,,,1,,,,1
401,Perbedaan utama terletak pada proses pemanasan suhu tinggi (Ultra High Temperature) untuk membunuh kuman sebelum dikemas. Dengan demikian susu UHT per se tidak memperparah batuk pilek anak Anda.,,,,,,,,,,,,,,,,,1
402,"Yang perlu Anda perhatikan adalah kandungan tambahan pada susu UHT, seperti perisa dan pewarna buatan, gula, dll.",,,,,,,1,,,,,,,,,,
403,"Berbagai zat tambahan ini memang dapat membuat susu UHT lebih lezat dan disukai oleh anak, namun kadangkala dapat mengiritasi tenggorokan. ",,,,,,,,,,,,,,,,,1
404,Karenanya perlu ketelitian dalam memilih susu UHT untuk anak.,,,,,,,1,,,,,,,,,,
405,"Berikut ini adalah beberapa artikel mengenai susu UHT untuk informasi tambahan bagi Anda:
https://www.alodokter.com/susu-uht-ketahui-fakta-dan-mitosnya-di-sini
https://www.alodokter.com/kapan-anak-bisa-minum-susu-uht
https://www.alodokter.com/susu-pasteurisasi-vs-susu-segar-ini-faktanya
",,,,,,,,,,,,,,,1,1,
406,"Demikianlah penjelasan saya, semoga bermanfaat. Salam sehat selalu.",,,,,,,,,,,,,,1,,,
407,"Selamat siang Dok, saya dgn Astri ingin bertanya.Anak saya usia 3 bulan sdh 2 hari ini bapil",1,1,,,1,1,,,,,,,,,,,
408,"tanpa ada demam, masih getol minum ASI, nafas tidak sesak, cuma tidurnya agak terganggu tiap batuk, karena tiap batuk tuh dia kaya mau ngeluarin sesuatu (mungkin dahak).",,,,1,,,,,,,,,,,,,
409,"Sdh saya lakukan pijat bapil setelah mandi air hangat, penggunaan humidifier, uap air hangat, menempatkan potongan bawang merah di pojok kamar, dan membalur punggung dan dadanya dgn balsam bayi (tr*nspul***),",,,,1,,,,,,,,,,,,,
410,"tp batuknya msh sama, grok gitu.",,,,,,,,1,,,,,,,,,
411,Tetangga ada yg menyarankan diberi obat rhin*** utk bayi krna anak tetangga saya ampuh minum obat itu. Apa boleh? ,,,,,,,,,1,,,,,,,,
412,apa lbh baik langsung saya bawa ke DSA saja dok?,,,,,,,,,1,,,,,,,,
413,"Alo, Terima kasih atas pertanyaannya.",,,,,,,,,,1,,,,,,,
414,"Adanya batuk pilek pada anak tanpa adanya demam dan adanya tidur yang terganggu dapat disebabkan oleh banyak kemungkinan penyebab seperti:
Batuk pilek alergi.
Common cold.
Bronkiolitis.",,,,1,,,,,,,1,,,,,,
415,"Sebaiknya, apabila dengan beberapa kiat seperti memberikan uap dan sebagainya tidak terdapat perbaikan gejala dalam beberapa hari ini, periksakanlah anak Anda ke dokter spesialis anak, ya.",,,,,,,1,1,,,,1,,,,,
416,misalnya dengan pemberian obat batuk yang sesuai dengan anak seusianya.,,,,,,,1,,,,,,,,,,
417,"Untuk sementara waktu, pastikan kebutuhan cairan anak terpenuhi misalnya dengan ASI, monitor keluhan lain yang muncul, serta berikan bantalan pada anak ketika tidur sehingga kepala lebih tinggi dibandingkan badannya. ",,,,,,,1,,,,,,,,,,
418,"Jangan lupa untuk memonitor dan mengidentifikasi gejala lainnya yang muncul, ya.",,,,,,,1,,,,,,,,,,
419,"Semoga informasi ini dapat membantu dan semoga lekas sembuh ya.
Salam.
",,,,,,,,,,,,,,1,,,
420,Dok anak saya 4 bulan lalu di kasih obat mufabethamin ukuran 3×1/5 .,1,,,,,,1,,,,,,1,,,,
421,sekarang anak saya batuk pilek panas dan kata nya tenggorokannya sakit .,,,1,1,,,,,,,,,,,,,
422,apa boleh diminum kan kembali ?,,,,,,,,,1,,,,,,,,
423,Terima kasih atas pertanyaannya.,,,,,,,,,,1,,,,,,,
424,Pemberian obat pada anak berbeda dengan dewasa karena pada anak dosis obat disesuaikan dengan berat badan dan usia pada anak. ,,,,,,,,,,,,,,,,,1
425,Selain itu obat yang diberikan 4 bulan yang lalu disesuaikan dengan kondisi anak pada saat itu.,,,,,,,1,,,,,,,,,,
426,Sedangkan pada anak batuk pilek panas tersebut paling sering dikarenakan virus yang akan membaik dengan sendirinya tanpa pemberian obat khusus.,,,,,,,,1,,,1,,,,,,1
427,"Sebaiknya ibu dapat tetap memberikan cairan yang cukup, tetap memberikan makanan bergizi, istirahat cukup",,,,,,,1,,,,,,,,,,
428,memberikan paracetamol apabila demam tidak kunjung turun. Serta apabila demam lebih dari 5 hari segera ke dokter.,,,,,,,1,,,,,1,,,,,
429,"Terima kasih, semoga membantu.",,,,,,,,,,,,,,1,,,
430,"Selamat sore dok, saya erni umur 40 tahun. Minggu lalu sebelum menstruasi sy flu pilek dan mulai ada batuk. ",1,1,1,1,,1,,,,,,,,,,,
431,Setelah flu pilek sembuh ganti jadi batuk kering. ,,,,,,1,,,,,,,,,,,
432,Selama batuk kering sy batuk sampek perut bagian atas sakit begitu juga bagian belikat saya,,,,1,,,,,,,,,,,,,
433,. Setelah h+2 sy menstruasi batuk saya sembuh sendiri.,,,,,,1,,1,,,,,,,,,
